date_received,product,sub_product,issue,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,client_id
22-08-2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Fax,22-08-2013,Closed with explanation,Yes,CR0499118,3872
22-08-2013,Bank account or service,Checking account,Deposits and withdrawals,Fax,23-08-2013,Closed with explanation,Yes,CR0500647,12850
15-08-2013,Bank account or service,Checking account,Problems caused by my funds being low,Fax,19-08-2013,Closed with explanation,Yes,CR0490204,3973
12-08-2013,Bank account or service,Checking account,Problems caused by my funds being low,Fax,14-08-2013,Closed with explanation,Yes,CR0487225,1593
23-07-2013,Bank account or service,Checking account,"Account opening, closing, or management",Fax,01-08-2013,Closed with explanation,Yes,CR0480773,1104
11-07-2013,Credit card,Loan account,Credit line increase/decrease,Fax,12-07-2013,Closed with monetary relief,Yes,CR0454551,5132
11-07-2013,Bank account or service,Checking account,Using a debit or ATM card,Fax,16-07-2013,Closed with monetary relief,Yes,CR0479451,1787
11-07-2013,Bank account or service,Checking account,"Account opening, closing, or management",Fax,15-07-2013,Closed with explanation,Yes,CR0480573,3192
01-07-2013,Bank account or service,Checking account,Using a debit or ATM card,Fax,03-07-2013,Closed with monetary relief,Yes,CR0447457,3560
24-06-2013,Credit card,Loan account,Transaction issue,Fax,25-06-2013,Closed with explanation,Yes,CR0440370,2233
24-06-2013,Credit card,Loan account,Delinquent account,Fax,25-06-2013,Closed with explanation,Yes,CR0440277,3055
20-06-2013,Credit card,Loan account,APR or interest rate,Fax,21-06-2013,Closed with monetary relief,Yes,CR0437926,13548
17-06-2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",Fax,12-07-2013,Closed with explanation,Yes,CR0434587,1366
10-06-2013,Bank account or service,Checking account,Deposits and withdrawals,Fax,12-06-2013,Closed with monetary relief,Yes,CR0428430,12221
07-06-2013,Bank account or service,Checking account,"Account opening, closing, or management",Fax,11-06-2013,Closed with explanation,Yes,CR0426655,4080
31-05-2013,Credit card,Loan account,Billing disputes,Fax,03-06-2013,Closed with explanation,Yes,CR0420867,2762
29-05-2013,Credit card,Loan account,Rewards,Fax,30-05-2013,Closed with explanation,Yes,CR0418611,8356
28-05-2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Fax,11-06-2013,Closed with monetary relief,Yes,CR0418479,2138
17-05-2013,Bank account or service,Checking account,"Making/receiving payments, sending money",Fax,20-05-2013,Closed with monetary relief,Yes,CR0411108,2616
10-05-2013,Bank account or service,Checking account,"Account opening, closing, or management",Fax,13-05-2013,Closed with monetary relief,Yes,CR0404275,1593
10-05-2013,Bank account or service,Checking account,Using a debit or ATM card,Fax,13-05-2013,Closed with explanation,Yes,CR0404310,422
29-04-2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Fax,01-05-2013,Closed with non-monetary relief,Yes,CR0394315,1166
03-04-2013,Credit card,Loan account,Billing disputes,Fax,15-04-2013,Closed with explanation,Yes,CR0373513,4359
01-04-2013,Credit card,Loan account,Credit reporting,Fax,02-04-2013,Closed with explanation,Yes,CR0371074,1959
29-03-2013,Bank account or service,Checking account,Deposits and withdrawals,Fax,01-04-2013,Closed with explanation,Yes,CR0369207,1449
27-03-2013,Credit card,Loan account,Late fee,Fax,28-03-2013,Closed with explanation,Yes,CR0367356,10654
21-03-2013,Bank account or service,Checking account,"Account opening, closing, or management",Fax,25-03-2013,Closed with explanation,Yes,CR0361734,2879
21-03-2013,Bank account or service,(CD) Certificate of deposit,"Making/receiving payments, sending money",Fax,29-03-2013,Closed with explanation,Yes,CR0362356,3487
08-03-2013,Credit card,Loan account,Billing disputes,Fax,08-03-2013,Closed with explanation,Yes,CR0347128,3827
01-03-2013,Credit card,Loan account,Closing/Cancelling account,Fax,01-03-2013,Closed with explanation,Yes,CR0338719,11709
28-02-2013,Credit card,Loan account,Credit line increase/decrease,Fax,01-03-2013,Closed with explanation,Yes,CR0338363,4336
22-02-2013,Bank account or service,Checking account,"Making/receiving payments, sending money",Fax,22-02-2013,Closed with explanation,Yes,CR0327012,3509
22-02-2013,Bank account or service,Checking account,"Account opening, closing, or management",Fax,22-02-2013,Closed with monetary relief,Yes,CR0327025,2148
20-02-2013,Credit card,Loan account,Billing disputes,Fax,21-02-2013,Closed with explanation,Yes,CR0322720,2081
14-02-2013,Credit card,Loan account,Credit reporting,Fax,09-04-2013,Closed with explanation,Yes,CR0315956,3266
11-02-2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Fax,12-02-2013,Closed with explanation,Yes,CR0314152,1248
08-02-2013,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Fax,11-02-2013,Closed with explanation,Yes,CR0313086,2408
07-02-2013,Bank account or service,Checking account,"Making/receiving payments, sending money",Fax,07-02-2013,Closed with explanation,Yes,CR0310506,2589
04-02-2013,Bank account or service,Checking account,"Account opening, closing, or management",Fax,20-02-2013,Closed with explanation,Yes,CR0294434,3013
02-02-2013,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Fax,06-02-2013,Closed with explanation,Yes,CR0285804,573
01-02-2013,Credit card,Loan account,Credit reporting,Fax,01-02-2013,Closed with explanation,Yes,CR0283220,3663
28-01-2013,Bank account or service,Savings account,"Account opening, closing, or management",Fax,31-01-2013,Closed with explanation,Yes,CR0277914,1333
24-01-2013,Bank account or service,Checking account,Deposits and withdrawals,Fax,05-02-2013,Closed with explanation,Yes,CR0258067,2054
24-01-2013,Bank account or service,Checking account,Problems caused by my funds being low,Fax,21-02-2013,Closed with monetary relief,Yes,CR0256410,3289
23-01-2013,Bank account or service,Checking account,Deposits and withdrawals,Fax,25-01-2013,Closed with monetary relief,Yes,CR0255281,3037
23-01-2013,Bank account or service,Other bank product/service,Deposits and withdrawals,Fax,25-01-2013,Closed with explanation,Yes,CR0257240,2542
17-01-2013,Credit card,Loan account,Credit reporting,Fax,18-01-2013,Closed with explanation,Yes,CR0245763,7632
14-01-2013,Bank account or service,Other bank product/service,Using a debit or ATM card,Fax,15-01-2013,Closed with explanation,Yes,CR0230239,4901
12-01-2013,Bank account or service,Checking account,Deposits and withdrawals,Fax,16-01-2013,Closed with monetary relief,Yes,CR0229354,2549
12-01-2013,Bank account or service,Checking account,Problems caused by my funds being low,Fax,14-01-2013,Closed with explanation,Yes,CR0229326,3520
07-01-2013,Bank account or service,Checking account,Deposits and withdrawals,Fax,08-01-2013,Closed with monetary relief,Yes,CR0223678,2048
04-01-2013,Bank account or service,Checking account,Problems caused by my funds being low,Fax,04-01-2013,Closed with explanation,Yes,CR0221502,4273
04-01-2013,Bank account or service,Checking account,Deposits and withdrawals,Fax,04-01-2013,Closed with monetary relief,Yes,CR0222601,4488
31-12-2012,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Fax,03-01-2013,Closed with explanation,No,CR0220184,1422
20-12-2012,Bank account or service,Savings account,"Account opening, closing, or management",Fax,20-12-2012,Closed with explanation,Yes,CR0214774,4495
18-12-2012,Credit card,Loan account,Billing disputes,Fax,19-12-2012,Closed with explanation,Yes,CR0212889,1951
13-12-2012,Bank account or service,Checking account,"Account opening, closing, or management",Fax,16-01-2013,Closed with explanation,Yes,CR0209127,1364
10-12-2012,Credit card,Loan account,Credit reporting,Fax,10-12-2012,Closed with non-monetary relief,Yes,CR0206371,1042
29-11-2012,Credit card,Loan account,Billing disputes,Fax,03-12-2012,Closed with non-monetary relief,Yes,CR0201107,77
26-11-2012,Bank account or service,Checking account,"Account opening, closing, or management",Fax,28-11-2012,Closed with explanation,Yes,CR0197192,3503
20-11-2012,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Fax,21-11-2012,Closed with explanation,Yes,CR0194736,3597
13-11-2012,Credit card,Loan account,Balance transfer,Fax,29-11-2012,Closed with explanation,Yes,CR0189436,10563
06-11-2012,Credit card,Loan account,Closing/Cancelling account,Fax,08-11-2012,Closed with explanation,Yes,CR0185270,995
31-10-2012,Credit card,Loan account,Credit reporting,Fax,02-11-2012,Closed with explanation,Yes,CR0182259,2374
15-10-2012,Bank account or service,Checking account,"Account opening, closing, or management",Fax,15-10-2012,Closed with explanation,Yes,CR0170715,2831
28-09-2012,Credit card,Loan account,Other,Fax,28-09-2012,Closed with explanation,No,CR0161683,3431
05-09-2012,Bank account or service,Checking account,Deposits and withdrawals,Fax,05-09-2012,Closed with explanation,Yes,CR0146975,656
30-08-2012,Bank account or service,Checking account,"Making/receiving payments, sending money",Fax,31-08-2012,Closed with explanation,Yes,CR0144417,540
20-08-2012,Bank account or service,Checking account,Deposits and withdrawals,Fax,21-08-2012,Closed with monetary relief,Yes,CR0138644,2631
17-08-2012,Bank account or service,Checking account,"Account opening, closing, or management",Fax,21-08-2012,Closed with monetary relief,Yes,CR0138235,4565
08-08-2012,Credit card,Loan account,Billing disputes,Fax,09-08-2012,Closed with explanation,Yes,CR0132727,414
06-08-2012,Credit card,Loan account,Rewards,Fax,14-08-2012,Closed with explanation,Yes,CR0130587,2594
06-08-2012,Bank account or service,Checking account,Using a debit or ATM card,Fax,07-08-2012,Closed with monetary relief,Yes,CR0130233,13095
20-07-2012,Bank account or service,Checking account,Deposits and withdrawals,Fax,24-07-2012,Closed with explanation,Yes,CR0121560,3693
27-06-2012,Credit card,Loan account,Credit reporting,Fax,02-07-2012,Closed with explanation,Yes,CR0108967,2937
08-06-2012,Bank account or service,Checking account,"Account opening, closing, or management",Fax,13-06-2012,Closed with non-monetary relief,Yes,CR0097731,704
05-06-2012,Bank account or service,Checking account,"Account opening, closing, or management",Fax,11-06-2012,Closed with non-monetary relief,Yes,CR0094377,6422
31-05-2012,Credit card,Loan account,Credit reporting,Fax,05-06-2012,Closed with explanation,Yes,CR0090075,4663
31-05-2012,Bank account or service,Checking account,Deposits and withdrawals,Fax,01-06-2012,Closed with explanation,No,CR0091084,9997
30-05-2012,Credit card,Loan account,Billing disputes,Fax,01-06-2012,Closed with monetary relief,No,CR0089542,7348
11-04-2012,Bank account or service,Checking account,"Making/receiving payments, sending money",Fax,13-04-2012,Closed with relief,Yes,CR0054494,1447
11-04-2012,Bank account or service,Savings account,"Account opening, closing, or management",Fax,12-04-2012,Closed with relief,Yes,CR0044568,547
26-03-2012,Credit card,Loan account,Billing disputes,Fax,28-03-2012,Closed with relief,Yes,CR0027693,3396
13-03-2012,Bank account or service,Checking account,Deposits and withdrawals,Fax,14-03-2012,Closed with relief,Yes,CR0034610,2762
06-02-2012,Credit card,Loan account,Credit reporting,Fax,07-02-2012,Closed without relief,Yes,CR0013527,2606
18-01-2012,Credit card,Loan account,Overlimit fee,Fax,02-02-2012,Closed with relief,Yes,CR0014704,2892
05-04-2017,Bank account or service,Other bank product/service,"Account opening, closing, or management",Postal mail,05-04-2017,Closed with explanation,Yes,CR2421250,3155
28-03-2017,Bank account or service,Checking account,Deposits and withdrawals,Postal mail,28-03-2017,In progress,Yes,CR2406895,11360
28-03-2017,Bank account or service,Other bank product/service,"Account opening, closing, or management",Postal mail,28-03-2017,In progress,Yes,CR2407613,2519
27-03-2017,Bank account or service,Other bank product/service,"Account opening, closing, or management",Postal mail,28-03-2017,Closed with explanation,Yes,CR2406312,3389
24-03-2017,Bank account or service,Checking account,Deposits and withdrawals,Postal mail,24-03-2017,In progress,Yes,CR2403665,261
23-03-2017,Credit card,Loan account,Other,Postal mail,23-03-2017,Closed with explanation,Yes,CR2401648,312
22-03-2017,Credit card,Loan account,Other,Postal mail,22-03-2017,Closed with explanation,Yes,CR2398513,2393
22-03-2017,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Postal mail,22-03-2017,In progress,Yes,CR2399597,1808
22-03-2017,Bank account or service,Other bank product/service,"Account opening, closing, or management",Postal mail,28-03-2017,In progress,Yes,CR2398557,3723
21-03-2017,Credit card,Loan account,Billing disputes,Postal mail,22-03-2017,In progress,Yes,CR2397904,2130
21-03-2017,Bank account or service,Checking account,Problems caused by my funds being low,Postal mail,21-03-2017,In progress,Yes,CR2397006,4257
20-03-2017,Credit card,Loan account,Other,Postal mail,21-03-2017,In progress,Yes,CR2394492,711
20-03-2017,Bank account or service,Other bank product/service,"Account opening, closing, or management",Postal mail,21-03-2017,Closed with explanation,Yes,CR2394945,977
15-03-2017,Bank account or service,Other bank product/service,"Account opening, closing, or management",Postal mail,16-03-2017,Closed with monetary relief,Yes,CR2388201,3251
